vehicle_number,leave_time,train,route_number,direction,service_key,trip_number,stop_time,arrive_time,dwell,location_id,door,lift,ons,offs,estimated_load,maximum_speed,train_mileage,pattern_distance,location_distance,x_coordinate,y_coordinate,data_source,schedule_status
3649,63075,4774,47,1,W,1300,63060,63075,0,2672,2,0,1,0,1,0,8.68,0,0,7565354.51,686009.69,2,5
3649,67004,4774,47,0,W,1330,66960,67004,0,4429,2,0,1,0,1,1,23.08,0,0,7597911.08,701264.31,2,3
3649,68781,4774,47,1,W,1350,68760,68781,0,9923,2,0,2,0,2,0,32.44,0,0,7582990.76,688735.69,2,5
3649,71356,4774,47,0,W,1370,71340,71356,0,13700,2,0,1,0,1,0,41.82,0,0,7598135.95,701164.73,2,5
3649,74665,4774,47,1,W,1390,74640,74665,0,2672,2,0,1,0,1,0,55.76,0,0,7565350.75,686004.34,2,5
3935,16828,7335,73,1,W,1020,16800,16828,0,14002,0,0,0,0,0,0,2.46,0,0,7671095.72,667820.06,2,5
3935,19439,7335,73,0,W,1020,19440,19439,0,10850,2,0,2,0,2,0,11.41,0,0,7673254.74,696501.24,2,5
3935,21662,7335,73,1,W,1060,21660,21662,0,14002,2,0,0,0,0,0,20.05,0,0,7671799.37,667744.41,2,5
3935,25127,7335,73,0,W,1080,25140,25127,0,10850,2,0,2,0,2,0,29.14,0,0,7673211.63,696448.73,2,5
3935,27946,7335,73,1,W,1130,27960,27946,0,14002,2,0,1,0,1,0,37.79,0,0,7671798.15,667746.99,2,5
3935,32168,7335,73,0,W,1170,32160,32168,0,10850,2,0,2,0,2,0,46.9,0,0,7673253.22,696492.16,2,5
3935,35143,7335,73,1,W,1210,35160,35143,0,14002,0,0,0,0,0,0,55.54,0,0,7671628.32,667787.81,2,5
3935,39242,7335,73,0,W,1250,39240,39242,0,10850,2,0,2,0,2,0,64.62,0,0,7673283.3,696536.25,2,5
3935,42351,7335,73,1,W,1290,42360,42351,0,14002,0,0,0,0,0,0,73.28,0,0,7671585.96,667807.13,2,5
3935,46616,7335,73,0,W,1330,46620,46616,0,10850,2,0,1,0,1,0,82.35,0,0,7673253.9,696498.71,2,5
3935,49508,7335,73,1,W,1370,49560,49508,0,14002,2,0,0,0,0,0,90.97,0,0,7671799.3,667741.49,2,5
3935,53612,7335,73,0,W,1400,53460,53612,0,10850,2,0,5,0,5,0,100.1,0,0,7673323.67,696591.75,2,5
3935,56784,7335,73,1,W,1450,56760,56784,0,14002,2,0,1,0,1,0,108.73,0,0,7671797.94,667748.82,2,5
3935,60853,7335,73,0,W,1480,60840,60853,0,10850,2,0,8,0,8,0,117.84,0,0,7673181.79,696403.9,2,5
3935,63999,7335,73,1,W,1530,63960,63999,0,14002,2,0,1,0,1,0,126.5,0,0,7671795.62,667748.15,2,5
3935,68175,7335,73,0,W,1570,68160,68175,0,10850,2,0,2,0,2,0,135.6,0,0,7673215.07,696453.01,2,5
3935,71188,7335,73,1,W,1610,71160,71188,0,14002,2,0,1,0,1,0,144.25,0,0,7671795.36,667748.16,2,5
3935,74781,7335,73,0,W,1620,74760,74781,0,10850,2,0,4,0,4,0,153.36,0,0,7673215.77,696450.44,2,5
3935,78083,7335,73,1,W,1660,78060,78083,0,14002,2,1,4,0,4,0,162.0,0,0,7671795.36,667748.16,2,5
3935,82104,7335,73,0,W,1660,82080,82104,0,10850,2,0,3,0,3,0,171.12,0,0,7673286.54,696542.73,2,5
2931,23574,4467,44,0,W,1010,23400,23574,0,10095,2,0,0,0,0,4,18.41,0,0,7623128.76,713732.26,2,5
2931,29616,4467,44,1,W,1030,29580,29616,0,4431,2,0,5,0,0,0,36.02,0,0,7629801.3,653782.67,2,5
2931,36393,4467,44,0,W,1060,36360,36393,0,10095,2,0,3,0,0,0,53.88,0,0,7623117.45,713739.87,2,5
2931,42644,4467,44,1,W,1090,42540,42644,0,4431,2,0,4,0,0,0,71.48,0,0,7629802.3,653781.92,2,5
2931,48711,4467,44,0,W,1120,48660,48711,0,10095,2,0,1,0,0,0,89.35,0,0,7623124.77,713736.02,2,5
2931,55087,4467,44,1,W,1150,54960,55087,0,4431,2,0,1,0,0,0,106.93,0,0,7629801.74,653780.11,2,5
2931,61003,4467,44,0,W,1180,60960,61003,0,10095,2,0,2,0,0,1,124.8,0,0,7623120.94,713736.49,2,5
2931,67140,4467,44,1,W,1200,67020,67140,0,4431,2,0,3,0,0,0,142.39,0,0,7629800.38,653777.23,2,5
2931,72892,4467,44,0,W,1220,72840,72892,0,10095,2,0,2,0,0,0,160.27,0,0,7623128.89,713737.0,2,5
3710,67560,7238,72,0,W,1870,67380,67560,0,13248,2,0,4,0,4,0,6.82,0,0,7671261.09,651912.9,2,5
3710,73719,7238,72,1,W,1980,73680,73719,0,115,2,0,0,0,0,0,23.39,0,0,7637661.6,696767.02,2,5
3710,80134,7238,72,0,W,2000,79980,80134,0,13248,2,0,3,0,3,0,39.86,0,0,7671229.85,651866.29,2,5
3710,85552,7238,72,1,W,2080,85500,85552,0,115,2,0,2,0,2,0,56.49,0,0,7637661.22,696771.77,2,5
3710,90143,7238,72,0,W,2070,90000,90143,0,13248,2,0,0,0,0,0,72.93,0,0,7671227.07,651868.18,2,5
3419,51146,7436,74,0,W,1210,51120,51146,0,4522,2,0,0,0,0,1,4.85,0,0,7696060.85,670799.99,2,5
3419,52604,7436,74,1,W,1210,52440,52604,0,13939,2,0,1,0,1,3,11.02,0,0,7691959.22,695307.92,2,5
3419,54940,7436,82,1,W,1150,54900,54940,0,4522,2,0,0,0,0,0,17.26,0,0,7696057.12,670804.82,2,5
3419,56919,7436,82,0,W,1150,56880,56919,0,13973,2,0,0,0,0,1,24.47,0,0,7713305.2,673292.93,2,5
3419,58955,7436,74,0,W,1270,58860,58955,0,4522,2,0,0,0,0,0,32.02,0,0,7695999.4,670815.35,2,5
3419,60350,7436,74,1,W,1270,60240,60350,0,13939,2,0,4,0,4,2,38.2,0,0,7691959.33,695312.29,2,5
3419,62490,7436,74,0,W,1300,62460,62490,0,4522,2,0,1,0,1,0,44.45,0,0,7696003.21,670813.43,2,5
3419,64044,7436,74,1,W,1300,63840,64044,0,13939,0,0,0,0,1,0,50.63,0,0,7691946.56,695313.7,2,5
3419,66086,7436,74,0,W,1330,66060,66086,0,4522,2,0,1,0,1,0,56.86,0,0,7696003.95,670812.32,2,5
3419,67483,7436,74,1,W,1330,67440,67483,0,13939,2,0,2,0,2,1,63.02,0,0,7691957.09,695304.33,2,5
3419,69669,7436,74,0,W,1350,69600,69669,0,4522,2,0,1,0,1,0,69.28,0,0,7696000.85,670811.67,2,5
3419,71018,7436,74,1,W,1350,70980,71018,0,13939,0,0,0,0,0,0,75.46,0,0,7691956.69,695371.44,2,5
3419,74366,7436,74,0,W,1370,74340,74366,0,4522,2,0,1,0,1,0,81.67,0,0,7696003.22,670814.16,2,5
3419,75815,7436,74,1,W,1370,75720,75815,0,13939,0,0,0,0,0,0,87.88,0,0,7691952.9,695415.3,2,5
3419,77958,7436,74,0,W,1380,77940,77958,0,4522,2,0,0,0,0,0,94.11,0,0,7696049.94,670805.0,2,5
3419,79337,7436,74,1,W,7436,79320,79337,0,13939,0,0,0,0,0,0,100.31,0,0,7691956.99,695352.47,2,5
3569,25795,7004,70,0,W,1075,25620,25795,0,13477,2,0,2,0,2,2,3.62,0,0,7652793.21,655564.23,2,5
3569,30758,7004,70,1,W,1130,30420,30758,0,9368,0,0,0,0,0,0,19.68,0,0,7655556.91,708199.99,2,5
3569,36153,7004,70,0,W,1170,35940,36153,0,13477,2,0,8,0,8,0,34.53,0,0,7652742.96,655547.32,2,5
3569,41490,7004,70,1,W,1220,41040,41490,0,9368,0,0,0,0,0,0,50.54,0,0,7655429.12,708277.42,2,5
3569,46913,7004,70,0,W,1260,46800,46913,0,13477,2,0,2,0,2,0,66.92,0,0,7652736.5,655546.03,2,5
3569,52273,7004,70,1,W,1310,52020,52273,0,9368,2,0,0,0,0,0,82.46,0,0,7655384.7,708369.78,2,5
3569,57765,7004,70,0,W,1360,57720,57765,0,13477,2,0,20,0,17,0,97.31,0,0,7652738.72,655542.33,2,5
3752,22343,7339,73,0,W,1050,22320,22343,0,10850,2,0,3,0,3,1,5.49,0,0,7673272.6,696548.56,2,5
3752,25272,7339,73,1,W,1100,25260,25272,0,14002,2,0,0,0,0,0,14.09,0,0,7671792.58,667739.84,2,5
3752,28666,7339,73,0,W,1120,28620,28666,0,10850,2,0,3,0,3,0,23.2,0,0,7673289.89,696543.38,2,5
3752,31573,7339,73,1,W,1170,31560,31573,0,14002,2,0,2,0,2,0,31.83,0,0,7671793.44,667743.46,2,5
3752,35850,7339,73,0,W,1210,35760,35850,0,10850,2,0,4,0,4,0,40.93,0,0,7673250.25,696496.25,2,5
3752,38775,7339,73,1,W,1250,38760,38775,0,14002,2,0,2,0,2,0,49.52,0,0,7671790.27,667739.9,2,5
3752,43068,7339,73,0,W,1260,42900,43068,0,10850,2,0,5,0,5,0,58.64,0,0,7673283.83,696536.97,2,5
3752,46073,7339,73,1,W,1330,46020,46073,0,14002,2,0,3,0,3,0,67.24,0,0,7671792.1,667740.94,2,5
3752,50182,7339,73,0,W,1370,50100,50182,0,10850,2,0,1,0,1,0,76.35,0,0,7673284.5,696542.79,2,5
3752,53178,7339,73,1,W,1410,53160,53178,0,14002,2,0,2,0,2,0,84.95,0,0,7671793.87,667740.17,2,5
3752,57204,7339,73,0,W,1440,57180,57204,0,10850,2,0,2,0,2,0,94.07,0,0,7673285.91,696538.01,2,5
3752,60390,7339,73,1,W,1490,60360,60390,0,14002,2,0,1,0,1,0,102.68,0,0,7671791.3,667739.87,2,5
3752,64622,7339,73,0,W,1520,64440,64622,0,10850,2,0,3,0,4,0,111.76,0,0,7673254.16,696498.7,2,5
3752,67577,7339,73,1,W,1570,67560,67577,0,14002,2,0,4,0,4,0,120.38,0,0,7671792.75,667736.55,2,5
3752,71122,7339,73,0,W,1580,70980,71122,0,10850,2,0,3,0,3,0,129.47,0,0,7673254.0,696492.5,2,5
3752,74950,7339,72,0,W,1950,74880,74950,0,13248,2,0,2,0,2,0,141.95,0,0,7671174.24,651780.18,2,5
3752,81241,7339,72,1,W,2050,81180,81241,0,115,2,0,2,0,2,0,158.55,0,0,7637641.41,696825.2,2,5
3752,86400,7339,72,0,W,2050,86340,86400,0,13248,2,0,1,0,1,0,174.99,0,0,7671253.97,651815.34,2,5
4206,21434,1707,17,0,W,1020,21420,21434,0,14166,0,0,0,0,0,0,3.69,0,0,7644418.96,686119.66,2,5
4206,25403,1707,17,1,W,1040,25380,25403,0,2685,2,0,1,0,1,0,13.92,0,0,7682402.35,671121.05,2,5
4206,31818,1707,17,0,W,1070,31740,31818,0,14188,2,0,1,0,1,0,30.53,0,0,7654535.47,702119.42,2,5
4206,39337,1707,17,1,W,1110,39300,39337,0,2685,2,0,2,0,2,0,45.97,0,0,7682349.49,671120.56,2,5
4206,45980,1707,17,0,W,1150,45960,45980,0,14188,2,0,1,0,1,0,62.56,0,0,7654545.64,702116.6,2,5
4206,53511,1707,17,1,W,1190,53520,53511,0,2685,2,0,1,0,1,0,78.0,0,0,7682345.83,671118.09,2,5
4206,60505,1707,17,0,W,1230,60420,60505,0,14188,2,0,0,0,0,0,94.6,0,0,7654540.44,702113.82,2,5
4206,68369,1707,17,1,W,1260,68340,68369,0,2685,2,0,2,0,2,0,110.08,0,0,7682321.27,671120.53,2,5
4206,74610,1707,17,0,W,1280,74460,74610,0,14188,2,0,0,0,0,0,126.66,0,0,7654551.24,702125.21,2,5
4206,80681,1707,17,1,W,1310,80580,80681,0,2685,2,0,0,0,0,0,142.14,0,0,7682398.8,671112.75,2,5
4206,86169,1707,17,0,W,1330,86100,86169,0,14188,2,0,0,0,0,0,158.75,0,0,7654535.8,702122.33,2,5
4206,88350,1707,17,0,W,1340,88320,88350,0,7640,2,0,6,0,6,0,164.73,0,0,7643829.8,682344.8,2,5
3957,21710,1237,12,0,W,1040,21660,21710,0,10855,0,0,0,0,2,0,5.56,0,0,7673451.73,696419.61,2,5
3957,26193,1237,12,1,W,1057,26160,26193,0,5846,2,0,3,0,3,0,20.99,0,0,7619650.05,651043.52,2,5
3957,31091,1237,12,0,W,1100,31080,31091,0,10855,2,0,2,0,2,0,36.5,0,0,7673264.23,696471.82,2,5
3957,36403,1237,12,1,W,1140,36360,36403,0,5846,2,0,2,0,2,1,52.02,0,0,7619653.54,651048.9,2,5
3957,41734,1237,12,0,W,1220,41700,41734,0,10855,2,0,4,0,4,0,67.49,0,0,7673273.15,696469.77,2,5
3957,47204,1237,12,1,W,1260,47160,47204,0,5846,2,0,5,0,6,0,83.0,0,0,7619657.08,651046.97,2,5
3612,22969,263,2,1,W,1090,22380,22969,0,14231,2,0,2,0,2,0,8.01,0,0,7710382.74,675039.41,2,5
3612,26844,263,2,0,W,1090,26640,26844,0,9302,2,0,1,0,1,0,22.95,0,0,7644620.67,686003.71,2,5
3612,32828,263,2,1,W,1250,32760,32828,0,14231,2,0,4,0,4,0,37.7,0,0,7710390.53,675043.23,2,5
3612,37239,263,2,0,W,1240,37440,37239,0,9302,2,0,1,0,1,0,52.61,0,0,7644623.49,686051.05,2,5
3612,43500,263,2,1,W,1400,43380,43500,0,14231,2,0,1,0,1,0,67.37,0,0,7710390.18,675072.05,2,5
3612,62076,1436,14,1,W,1500,62040,62076,0,1831,2,0,0,0,0,0,94.92,0,0,7672235.39,667537.39,2,5
3612,64770,1436,14,0,W,1500,64620,64770,0,3639,2,0,11,0,17,1,102.08,0,0,7643692.95,681501.57,2,5
3612,67884,1436,14,1,W,1550,67860,67884,0,1831,2,0,0,0,0,0,109.22,0,0,7672189.16,667565.93,2,5
3612,70363,1436,14,0,W,1550,70260,70363,0,3639,2,0,2,0,2,4,116.34,0,0,7643718.62,681521.67,2,5
3612,73905,1436,14,1,W,1600,73860,73905,0,1831,2,0,0,0,0,0,123.49,0,0,7672290.37,667530.15,2,5
3612,76283,1436,14,0,W,1600,76200,76283,0,3639,2,0,0,0,0,6,130.61,0,0,7643715.24,681519.93,2,5
3612,79367,1436,14,1,W,1640,79320,79367,0,1831,2,0,0,0,0,0,137.78,0,0,7672209.93,667555.19,2,5
3612,81607,1436,14,0,W,1640,81540,81607,0,3639,0,0,0,0,2,0,144.91,0,0,7643806.16,681487.21,2,5
3612,84896,1436,14,1,W,1670,84840,84896,0,1831,2,0,0,0,0,0,152.04,0,0,7672194.38,667569.08,2,5
3612,87031,1436,14,0,W,1670,86940,87031,0,3639,0,0,0,0,2,0,159.18,0,0,7643823.76,681474.33,2,5
3612,90648,1436,14,1,W,1690,90600,90648,0,1831,2,0,0,0,0,0,166.32,0,0,7672193.83,667567.63,2,5
3612,92592,1436,14,0,W,1690,92520,92592,0,3639,2,0,2,0,2,5,173.46,0,0,7643712.46,681530.95,2,5
3575,18941,7502,75,1,W,1007,18780,18941,0,10697,0,0,0,0,0,0,11.66,0,0,7622860.68,713604.08,2,5
3575,24213,7502,75,0,W,1025,24240,24213,0,13482,2,0,0,0,0,0,30.65,0,0,7652798.48,655704.87,2,5
3575,31075,7502,75,1,W,1110,31020,31075,0,10697,2,0,4,0,4,4,49.84,0,0,7623062.04,713736.32,2,5
3575,37576,7502,75,0,W,1160,37620,37576,0,13482,2,0,0,0,0,0,69.41,0,0,7652782.34,655754.54,2,5
3575,45576,7502,75,1,W,1270,45540,45576,0,10697,2,0,1,0,1,4,89.13,0,0,7623102.15,713751.24,2,5
3575,52602,7502,75,0,W,1330,52620,52602,0,13482,2,0,3,0,3,0,108.14,0,0,7652786.03,655748.6,2,5
3575,61448,7502,75,1,W,1450,61260,61448,0,10697,2,0,3,0,3,0,127.87,0,0,7623057.05,713731.71,2,5
3575,69277,7502,75,0,W,1500,69300,69277,0,13482,2,0,0,0,0,0,147.52,0,0,7652793.78,655702.08,2,5
3575,77389,7502,75,1,W,1580,77340,77389,0,10697,2,0,1,0,1,0,166.72,0,0,7623019.39,713721.83,2,5
3742,50045,2037,20,0,W,1420,49980,50045,0,14202,2,0,0,0,0,1,7.72,0,0,7708175.86,675114.18,2,5
3742,59153,2037,20,1,W,1500,59100,59153,0,9654,2,0,0,0,0,0,32.77,0,0,7612017.5,673511.25,2,5
3742,68509,2037,20,0,W,1595,68460,68509,0,14202,2,0,0,0,0,0,58.6,0,0,7708068.4,675103.61,2,5
3742,78088,2037,20,1,W,1660,78000,78088,0,9654,2,0,0,0,0,0,83.72,0,0,7612009.11,673514.04,2,5
4221,18266,404,4,1,W,1030,18180,18266,0,4818,0,0,0,0,0,0,10.81,0,0,7625691.35,708447.53,2,5
4221,22245,404,4,0,W,1030,22200,22245,0,12791,2,0,1,0,1,0,21.95,0,0,7643541.88,681272.21,2,5
4221,26949,404,4,1,W,1130,27000,26949,0,4818,2,0,1,0,1,0,32.81,0,0,7625714.11,708519.85,2,5
4221,31204,404,4,0,W,1130,31200,31204,0,12791,2,0,2,0,2,0,44.14,0,0,7643585.36,681210.85,2,5
4221,35838,404,4,1,W,1230,35640,35838,0,4818,2,0,1,0,1,0,55.02,0,0,7625719.17,708517.88,2,5
4221,40275,404,4,0,W,1230,40200,40275,0,12791,2,0,2,0,2,0,66.16,0,0,7643551.83,681260.63,2,5
4221,45338,404,4,1,W,1340,45300,45338,0,4818,2,1,4,0,4,0,77.04,0,0,7625725.11,708528.66,2,5
4221,50199,404,4,0,W,1340,50160,50199,0,12791,2,0,3,0,3,0,88.37,0,0,7643610.08,681224.41,2,5
4221,55209,404,4,1,W,1450,55200,55209,0,4818,2,0,3,0,3,0,99.27,0,0,7625712.72,708525.36,2,5
4221,60080,404,4,0,W,1450,60000,60080,0,12791,2,0,7,0,7,0,110.43,0,0,7643463.02,681286.01,2,5
4221,65533,404,4,1,W,1550,65520,65533,0,4818,2,0,4,0,4,0,121.27,0,0,7625702.97,708515.41,2,5
4221,70317,404,4,0,W,1550,70200,70317,0,12791,2,0,1,0,1,0,132.42,0,0,7643462.5,681276.18,2,5
4221,75805,404,4,1,W,1630,75780,75805,0,4818,2,0,3,0,3,0,143.29,0,0,7625693.05,708481.04,2,5
4221,80261,404,4,0,W,1630,80220,80261,0,12791,2,0,1,0,1,0,154.42,0,0,7643454.71,681272.74,2,5
4221,84684,404,4,1,W,1680,84660,84684,0,4818,2,0,1,0,1,0,165.29,0,0,7625696.9,708481.3,2,5
4221,88485,404,4,0,W,1670,88440,88485,0,12791,2,0,1,0,1,0,176.43,0,0,7643505.71,681281.21,2,5
4232,29853,1511,24,0,W,1040,29640,29853,0,10864,2,0,4,3,1,10,7.33,0,0,7673427.31,686074.7,2,4
4232,33360,1511,24,1,W,1060,33360,33360,0,1113,2,0,2,0,2,3,19.01,0,0,7640640.66,682180.48,2,5
4232,38162,1511,24,0,W,1090,37920,38162,0,8194,0,0,0,0,0,0,30.94,0,0,7673437.42,686129.15,2,5
4232,41988,1511,24,1,W,1110,42000,41988,0,1113,0,0,0,0,0,0,42.63,0,0,7640604.52,682190.58,2,5
4232,46952,1511,24,0,W,1140,46860,46952,0,8194,2,0,1,0,1,0,54.52,0,0,7673271.91,686313.19,2,5
4232,51016,1511,24,1,W,1160,51000,51016,0,1113,0,0,0,0,0,0,66.32,0,0,7640644.75,682180.0,2,5
4232,55656,1511,15,0,W,1440,55560,55656,0,8194,2,0,0,0,0,0,78.18,0,0,7673309.61,686133.51,2,5
4232,60553,1511,15,1,W,1470,60540,60553,0,14193,2,0,0,0,0,0,88.7,0,0,7638228.05,689973.87,2,5
4232,65964,1511,19,0,W,1190,65880,65964,0,8194,2,0,0,0,0,0,98.95,0,0,7673373.67,686413.44,2,5
4232,71772,1511,19,1,W,1220,71760,71772,0,13145,2,0,0,0,0,0,114.75,0,0,7672269.04,663595.71,2,5
4232,77370,1511,19,0,W,1240,77280,77370,0,8194,2,0,0,0,0,0,132.59,0,0,7673367.75,686412.14,2,5
4232,83357,1511,19,1,W,1250,83340,83357,0,1765,0,0,0,0,0,0,152.42,0,0,7671143.38,663682.52,2,5
4232,88699,1511,19,0,W,1270,88560,88699,0,8194,2,0,0,0,0,0,168.14,0,0,7673261.59,686371.08,2,5
4232,90309,1511,19,1,W,1270,90240,90309,0,7640,2,0,2,0,2,1,174.52,0,0,7643825.39,682343.1,2,5
3621,27445,7236,72,0,W,1170,27360,27445,0,13248,2,0,2,0,2,0,6.43,0,0,7671250.13,651835.86,2,5
3621,33309,7236,72,1,W,1230,33240,33309,0,115,2,0,1,0,1,0,23.06,0,0,7637644.15,696822.21,2,5
3621,39163,7236,72,0,W,1340,39060,39163,0,13248,2,0,2,0,2,0,39.57,0,0,7671240.4,651806.93,2,5
3621,45515,7236,72,1,W,1420,45480,45515,0,115,2,0,2,0,2,0,56.27,0,0,7637642.88,696822.61,2,5
3621,52652,7236,72,0,W,1570,52560,52652,0,13248,2,0,11,0,11,0,72.74,0,0,7671236.25,651845.33,2,5
3246,24973,3767,37,1,W,1010,24960,24973,0,7879,2,0,1,0,1,3,11.39,0,0,7624500.91,637884.83,2,5
3246,25985,3767,37,0,W,1010,25920,25985,0,8208,2,0,9,0,10,1,16.51,0,0,7645558.12,646942.07,2,5
3246,27970,3767,37,1,W,1020,27960,27970,0,7879,2,0,2,0,2,0,21.75,0,0,7624501.9,637892.47,2,5
3246,29114,3767,36,0,W,1010,29100,29114,0,8208,2,0,1,0,1,1,26.86,0,0,7645554.84,646943.98,2,5
3246,30796,3767,36,1,W,1030,30780,30796,0,7879,2,0,1,0,2,1,33.2,0,0,7624498.37,637904.24,2,5
3246,32353,3767,37,0,W,1020,32340,32353,0,8208,2,0,0,0,0,1,39.46,0,0,7645542.93,646931.17,2,5
3246,59695,9470,94,0,W,1240,59580,59695,0,715,0,0,0,0,0,0,67.21,0,0,7643783.81,684290.11,2,5
3532,56655,7008,70,1,W,1350,56640,56655,0,9368,2,0,0,0,0,2,9.81,0,0,7655400.06,708369.37,2,5
3532,61795,7008,70,0,W,1395,61740,61795,0,13477,2,0,5,0,5,0,24.65,0,0,7652644.17,655530.24,2,5
4237,55067,1002,10,0,W,1130,55020,55067,0,14203,2,0,4,0,4,1,13.71,0,0,7643588.62,681531.37,2,5
4237,59087,1002,10,1,W,1170,59100,59087,0,1831,2,0,1,0,1,1,25.66,0,0,7672332.77,667532.71,2,5
4237,63045,1002,10,0,W,1170,63060,63045,0,14203,2,0,4,0,4,0,38.49,0,0,7643601.66,681539.41,2,5
3713,19576,8135,9,0,W,1010,19450,19576,0,4562,0,0,0,0,0,12,0.92,0,0,7674621.77,673589.24,2,2
3713,20890,8135,81,0,W,1010,20760,20890,0,2253,2,0,1,0,4,3,7.95,0,0,7707958.25,675313.39,2,5
3713,22637,8135,81,1,W,1010,22500,22637,0,13975,2,0,0,0,0,1,14.46,0,0,7715619.31,694186.22,2,5
3713,24873,8135,81,0,W,1030,24780,24873,0,10857,2,0,15,0,15,8,21.07,0,0,7708096.18,675268.16,2,5
3713,26183,8135,81,1,W,1030,26100,26183,0,13975,0,0,0,0,0,0,27.65,0,0,7715731.28,694186.14,2,5
3713,28470,8135,81,0,W,1050,28320,28470,0,10857,2,0,3,0,3,10,34.22,0,0,7708013.38,675291.29,2,5
3713,29824,8135,81,1,W,1050,29700,29824,0,13975,2,0,1,0,1,1,40.77,0,0,7715612.35,694184.56,2,5
3713,52104,2236,22,0,W,1180,52020,52104,0,8194,2,0,0,0,0,1,57.8,0,0,7673289.79,686260.58,2,5
3713,53165,2236,22,1,W,1190,53160,53165,0,6748,0,0,0,0,0,0,61.98,0,0,7684997.41,693405.11,2,5
3713,55617,2236,25,1,W,1100,55560,55617,0,8194,2,0,1,0,1,10,67.98,0,0,7673260.61,686372.57,2,5
3713,56909,2236,25,0,W,1110,56880,56909,0,13320,0,0,0,0,1,0,73.05,0,0,7696561.62,682072.39,2,5
3713,59361,2236,22,0,W,1220,59220,59361,0,8194,0,0,0,0,0,0,78.37,0,0,7673404.4,686211.33,2,5
3713,60433,2236,22,1,W,1230,60420,60433,0,6748,0,0,0,0,2,0,82.41,0,0,7684952.69,693440.88,2,5
3713,63087,2236,25,1,W,1120,62940,63087,0,8194,2,0,1,0,1,0,88.49,0,0,7673275.47,686312.01,2,5
3713,64343,2236,25,0,W,1130,64260,64343,0,13320,0,0,0,0,0,0,93.54,0,0,7696544.75,682085.2,2,5
3713,66810,2236,22,0,W,1260,66720,66810,0,8194,2,0,0,0,0,0,98.82,0,0,7673261.85,686371.08,2,5
3713,67832,2236,22,1,W,1270,67860,67832,0,6748,0,0,0,0,0,0,102.95,0,0,7684934.48,693460.67,2,5
3401,22456,3901,39,0,W,1010,22440,22456,0,199,2,0,1,0,1,0,4.58,0,0,7640484.14,665235.32,2,5
3401,23709,3901,39,1,W,1010,23700,23709,0,12731,2,0,1,0,0,0,7.25,0,0,7644737.56,657078.82,2,5
3401,24704,3901,39,0,W,1020,24600,24704,0,929,2,0,0,0,0,8,11.11,0,0,7639707.44,668301.94,2,5
3401,26118,3901,39,1,W,1020,26100,26118,0,12731,2,0,0,0,0,0,15.02,0,0,7644742.29,657083.07,2,5
3401,27489,3901,39,0,W,1030,27420,27489,0,929,0,0,0,0,0,0,18.85,0,0,7639754.8,668336.03,2,5
3401,28879,3901,39,1,W,1030,28860,28879,0,12731,2,0,1,0,1,0,22.77,0,0,7644740.25,657083.49,2,5
3401,30158,3901,39,0,W,1040,30000,30158,0,929,2,0,1,0,1,3,26.62,0,0,7639710.79,668302.58,2,5
3401,31746,3901,39,1,W,1040,31740,31746,0,12731,2,0,1,0,1,0,30.51,0,0,7644739.58,657077.67,2,5
3401,32883,3901,39,0,W,1050,32700,32883,0,929,0,0,0,0,0,0,34.38,0,0,7639843.91,668385.77,2,5
3401,56728,5102,51,0,W,1110,56700,56728,0,7098,2,0,0,0,0,0,47.78,0,0,7644593.01,681901.87,2,5
3401,58666,5102,51,1,W,1150,58560,58666,0,1218,0,0,0,0,0,0,52.56,0,0,7637739.35,673667.89,2,5
3401,61456,5102,51,0,W,1120,61440,61456,0,7098,2,0,2,0,2,0,58.62,0,0,7644561.01,681884.85,2,5
3401,63385,5102,51,1,W,1160,63360,63385,0,1218,0,0,0,0,0,0,63.4,0,0,7637753.75,673669.32,2,5
3401,66029,5102,51,0,W,1140,66000,66029,0,7098,2,0,0,0,0,0,69.46,0,0,7644577.48,681915.41,2,5
3401,67781,5102,51,1,W,1180,67680,67781,0,1218,0,0,0,0,0,0,74.21,0,0,7637805.82,673650.4,2,5
3109,21789,7507,75,1,W,1020,21660,21789,0,10697,2,0,1,0,1,0,11.67,0,0,7622931.35,713823.51,2,5
3109,27814,7507,75,0,W,1050,27720,27814,0,13482,2,0,4,0,4,0,30.84,0,0,7652795.94,655715.52,2,5
3109,35492,7507,75,1,W,1160,35520,35492,0,10697,2,0,7,0,6,0,50.59,0,0,7623017.68,713724.79,2,5
3109,42016,7507,75,0,W,1210,42060,42016,0,13482,2,0,1,0,1,0,70.27,0,0,7652789.38,655710.22,2,5
3109,50042,7507,75,1,W,1320,49980,50042,0,10697,2,0,10,0,12,0,89.5,0,0,7623128.68,713875.61,2,5
3109,57151,7507,75,0,W,1380,57060,57151,0,13482,2,0,5,0,5,0,108.58,0,0,7652790.78,655705.08,2,5
3422,28006,6301,63,1,W,1003,28620,28006,0,10299,0,0,0,0,0,0,5.81,0,0,7633780.73,679998.66,2,5
3422,30703,6301,63,1,W,1007,32040,30703,0,10299,0,0,0,0,0,0,12.67,0,0,7633799.91,680006.16,2,5
3422,35041,6301,63,0,W,1010,34980,35041,0,5007,2,0,0,0,0,0,16.09,0,0,7642870.4,682377.26,2,5
3422,36092,6301,63,1,W,1010,36000,36092,0,11151,0,0,0,0,0,0,18.48,0,0,7636536.42,682801.02,2,5
